,support,itemsets
75,0.1262943473094551,frozenset({'P00037142'})
76,0.04192836530300458,frozenset({'P00039742'})
77,0.06518417925649296,frozenset({'P00042142'})
78,0.046851128840604314,frozenset({'P00042242'})
79,0.08436598200645051,frozenset({'P00042742'})
80,0.06094041758614836,frozenset({'P00042842'})
81,0.058394160583941604,frozenset({'P00042942'})
82,0.07519945679850619,frozenset({'P00044142'})
83,0.18655576302834834,frozenset({'P00044442'})
84,0.05092514004413512,frozenset({'P00045342'})
85,0.05415039891359701,frozenset({'P00045842'})
86,0.08708198947547106,frozenset({'P00046142'})
87,0.24053641147513155,frozenset({'P00046742'})
88,0.04583262603972161,frozenset({'P00047242'})
89,0.05805465965031404,frozenset({'P00048442'})
90,0.07485995586487863,frozenset({'P00048742'})
91,0.05211339331183161,frozenset({'P00049542'})
92,0.055338652181293496,frozenset({'P00049642'})
93,0.04362586997114242,frozenset({'P00051142'})
94,0.20930232558139536,frozenset({'P00051442'})
95,0.06942794092683754,frozenset({'P00051642'})
96,0.09064674927856052,frozenset({'P00052642'})
97,0.16431845187574265,frozenset({'P00052842'})
98,0.06009166525207944,frozenset({'P00053042'})
99,0.0948905109489051,frozenset({'P00053842'})
100,0.04922763537599728,frozenset({'P00053942'})
101,0.049397385842811066,frozenset({'P00054042'})
102,0.058733661517569175,frozenset({'P00054242'})
103,0.04413512137158377,frozenset({'P00054942'})
104,0.060431166185707014,frozenset({'P00057342'})
105,0.10490578849091835,frozenset({'P00057442'})
106,0.12154133423866915,frozenset({'P00057542'})
107,0.24274316754371075,frozenset({'P00057642'})
108,0.13647937531828214,frozenset({'P00057742'})
109,0.13138686131386862,frozenset({'P00057942'})
110,0.2369716516720421,frozenset({'P00058042'})
111,0.06722118485825836,frozenset({'P00058142'})
112,0.098115769818367,frozenset({'P00058242'})
113,0.046851128840604314,frozenset({'P00058342'})
114,0.09268375488032592,frozenset({'P00058442'})
115,0.2349346460702767,frozenset({'P00059442'})
116,0.05890341198438296,frozenset({'P00059642'})
117,0.04328636903751485,frozenset({'P00061142'})
118,0.04328636903751485,frozenset({'P00062742'})
119,0.14225089118995077,frozenset({'P00062842'})
120,0.05398064844678323,frozenset({'P00063342'})
121,0.04753013070785945,frozenset({'P00064042'})
122,0.045662875572907824,frozenset({'P00065042'})
123,0.052452894245459174,frozenset({'P00065242'})
124,0.062128670853844846,frozenset({'P00067942'})
125,0.12408759124087591,frozenset({'P00070042'})
126,0.1001527754201324,frozenset({'P00070342'})
127,0.06297742318791377,frozenset({'P00070942'})
128,0.12306908843999322,frozenset({'P00071442'})
129,0.0699371923272789,frozenset({'P00073642'})
130,0.15634017993549482,frozenset({'P00073842'})
131,0.06959769139365134,frozenset({'P00074342'})
132,0.0417586148361908,frozenset({'P00074442'})
133,0.08589373620777457,frozenset({'P00074642'})
134,0.05805465965031404,frozenset({'P00075542'})
135,0.05211339331183161,frozenset({'P00078142'})
136,0.047699881174673234,frozenset({'P00078742'})
137,0.044644372772025126,frozenset({'P00079742'})
138,0.05669665591580377,frozenset({'P00080042'})
139,0.20132405364114753,frozenset({'P00080342'})
140,0.05669665591580377,frozenset({'P00081142'})
141,0.05092514004413512,frozenset({'P00083842'})
142,0.06959769139365134,frozenset({'P00083942'})
143,0.06314717365472755,frozenset({'P00084242'})
144,0.08164997453742998,frozenset({'P00084342'})
145,0.0938720081480224,frozenset({'P00084442'})
146,0.12374809030724834,frozenset({'P00084842'})
147,0.07180444746223053,frozenset({'P00085042'})
148,0.15158716686470888,frozenset({'P00085242'})
149,0.09200475301307079,frozenset({'P00085342'})
150,0.05669665591580377,frozenset({'P00085442'})
151,0.16041419113902564,frozenset({'P00085942'})
152,0.10422678662366322,frozenset({'P00086042'})
153,0.04549312510609404,frozenset({'P00086242'})
154,0.10405703615684943,frozenset({'P00086342'})
155,0.16228144627397725,frozenset({'P00086442'})
156,0.06671193345781701,frozenset({'P00089342'})
157,0.06552368019012052,frozenset({'P00090842'})
158,0.09658801561704294,frozenset({'P00090942'})
159,0.042607367170259716,frozenset({'P00093242'})
160,0.12052283143778646,frozenset({'P00100442'})
161,0.07180444746223053,frozenset({'P00100642'})
162,0.11967407910371754,frozenset({'P00100842'})
163,0.08521473434051943,frozenset({'P00100942'})
164,0.06094041758614836,frozenset({'P00101342'})
165,0.06518417925649296,frozenset({'P00101742'})
166,0.1074520454931251,frozenset({'P00101842'})
167,0.10354778475640808,frozenset({'P00101942'})
168,0.06857918859276863,frozenset({'P00102142'})
169,0.06382617552198269,frozenset({'P00102242'})
170,0.11339331183160754,frozenset({'P00102342'})
171,0.051094890510948905,frozenset({'P00102442'})
172,0.20845357324732644,frozenset({'P00102642'})
173,0.0948905109489051,frozenset({'P00103042'})
174,0.04736038024104566,frozenset({'P00103342'})
175,0.15362417246647428,frozenset({'P00105142'})
176,0.08063147173654728,frozenset({'P00105342'})
177,0.1514174163978951,frozenset({'P00106042'})
178,0.08114072313698863,frozenset({'P00106742'})
179,0.058394160583941604,frozenset({'P00108542'})
180,0.07740621286708538,frozenset({'P00109242'})
181,0.0938720081480224,frozenset({'P00109542'})
182,0.04124936343574945,frozenset({'P00109742'})
183,0.05347139704634188,frozenset({'P00109842'})
184,0.05907316245119674,frozenset({'P00110042'})
185,0.16024444067221186,frozenset({'P00110542'})
186,0.27007299270072993,frozenset({'P00110742'})
187,0.21388558818536751,frozenset({'P00110842'})
188,0.2267866236632151,frozenset({'P00110942'})
189,0.08368698013919539,frozenset({'P00111042'})
190,0.17042946868103886,frozenset({'P00111142'})
191,0.07248344932948565,frozenset({'P00111242'})
192,0.053641147513155664,frozenset({'P00111442'})
193,0.07418095399762349,frozenset({'P00111542'})
194,0.11526056696655916,frozenset({'P00111742'})
195,0.0865727380750297,frozenset({'P00111842'})
196,0.10813104736038025,frozenset({'P00111942'})
197,0.2612459684264132,frozenset({'P00112142'})
198,0.048548633508742146,frozenset({'P00112342'})
199,0.15379392293328806,frozenset({'P00112442'})
200,0.1889322695637413,frozenset({'P00112542'})
201,0.08487523340689188,frozenset({'P00112642'})
202,0.11152605669665591,frozenset({'P00113042'})
203,0.12680359870989646,frozenset({'P00113142'})
204,0.15634017993549482,frozenset({'P00113242'})
205,0.11339331183160754,frozenset({'P00113342'})
206,0.04243761670344594,frozenset({'P00113442'})
207,0.12374809030724834,frozenset({'P00113642'})
208,0.06195892038703107,frozenset({'P00113942'})
209,0.11746732303513835,frozenset({'P00114042'})
210,0.06705143439144458,frozenset({'P00114142'})
211,0.09098625021218808,frozenset({'P00114342'})
212,0.091835002546257,frozenset({'P00114442'})
213,0.0626379222542862,frozenset({'P00114542'})
214,0.1972500424376167,frozenset({'P00114942'})
215,0.098115769818367,frozenset({'P00115142'})
216,0.062128670853844846,frozenset({'P00115342'})
217,0.07995246986929214,frozenset({'P00115542'})
218,0.11984382957053132,frozenset({'P00115642'})
219,0.04837888304192837,frozenset({'P00115742'})
220,0.06756068579188593,frozenset({'P00115842'})
221,0.08911899507723646,frozenset({'P00115942'})
222,0.10643354269224241,frozenset({'P00116142'})
223,0.04786963164148701,frozenset({'P00116242'})
224,0.04311661857070107,frozenset({'P00116342'})
225,0.05330164657952809,frozenset({'P00116542'})
226,0.04362586997114242,frozenset({'P00116642'})
227,0.10168052962145646,frozenset({'P00116742'})
228,0.1639789509421151,frozenset({'P00116842'})
229,0.050246138176879986,frozenset({'P00117042'})
230,0.06314717365472755,frozenset({'P00117142'})
231,0.0636564250551689,frozenset({'P00117242'})
232,0.20828382278051263,frozenset({'P00117442'})
233,0.09217450347988457,frozenset({'P00117542'})
234,0.06586318112374809,frozenset({'P00117642'})
235,0.06331692412154133,frozenset({'P00117842'})
236,0.2284841283313529,frozenset({'P00117942'})
237,0.05669665591580377,frozenset({'P00118042'})
238,0.057884909183500255,frozenset({'P00118142'})
239,0.04158886436937702,frozenset({'P00118342'})
240,0.06722118485825836,frozenset({'P00118442'})
241,0.08266847733831267,frozenset({'P00118542'})
242,0.10796129689356646,frozenset({'P00118742'})
243,0.0867424885418435,frozenset({'P00119142'})
244,0.04023086063486674,frozenset({'P00119242'})
245,0.051604141911390254,frozenset({'P00119342'})
246,0.07333220166355457,frozenset({'P00119442'})
247,0.06569343065693431,frozenset({'P00119642'})
248,0.10320828382278051,frozenset({'P00119742'})
249,0.1514174163978951,frozenset({'P00120042'})
250,0.0543201493804108,frozenset({'P00120142'})
251,0.058224410117127826,frozenset({'P00120242'})
252,0.10558479035817349,frozenset({'P00120342'})
253,0.0500763877100662,frozenset({'P00120542'})
254,0.040909862502121884,frozenset({'P00120642'})
255,0.06637243252418944,frozenset({'P00120842'})
256,0.07418095399762349,frozenset({'P00121142'})
257,0.12714309964352402,frozenset({'P00121342'})
258,0.14276014259039213,frozenset({'P00121642'})
259,0.0865727380750297,frozenset({'P00122442'})
260,0.04820913257511458,frozenset({'P00122542'})
261,0.06739093532507215,frozenset({'P00123742'})
262,0.05805465965031404,frozenset({'P00124242'})
263,0.06586318112374809,frozenset({'P00124642'})
264,0.052792395179086744,frozenset({'P00124842'})
265,0.04226786623663215,frozenset({'P00125042'})
266,0.12120183330504158,frozenset({'P00125942'})
267,0.051943642845017825,frozenset({'P00126042'})
268,0.10779154642675268,frozenset({'P00126142'})
269,0.1001527754201324,frozenset({'P00127242'})
270,0.0731624511967408,frozenset({'P00127342'})
271,0.0897979969444916,frozenset({'P00127442'})
272,0.05771515871668647,frozenset({'P00127542'})
273,0.12680359870989646,frozenset({'P00127642'})
274,0.08317772873875404,frozenset({'P00127742'})
275,0.10117127822101511,frozenset({'P00127842'})
276,0.08860974367679511,frozenset({'P00127942'})
277,0.051943642845017825,frozenset({'P00128042'})
278,0.07774571380071295,frozenset({'P00128242'})
279,0.04107961296893566,frozenset({'P00128742'})
280,0.15718893226956374,frozenset({'P00128942'})
281,0.09455101001527755,frozenset({'P00129342'})
282,0.12442709217450348,frozenset({'P00129542'})
283,0.129519606178917,frozenset({'P00129642'})
284,0.09964352401969105,frozenset({'P00129842'})
285,0.04209811576981837,frozenset({'P00130442'})
286,0.0814802240706162,frozenset({'P00130642'})
287,0.09166525207944322,frozenset({'P00130742'})
288,0.04243761670344594,frozenset({'P00133742'})
289,0.04107961296893566,frozenset({'P00134342'})
290,0.06874893905958242,frozenset({'P00135742'})
291,0.048548633508742146,frozenset({'P00136542'})
292,0.05092514004413512,frozenset({'P00136742'})
293,0.06077066711933458,frozenset({'P00137242'})
294,0.09981327448650484,frozenset({'P00138542'})
295,0.07044644372772026,frozenset({'P00139542'})
296,0.11118655576302836,frozenset({'P00139942'})
297,0.1325751145815651,frozenset({'P00140742'})
298,0.11916482770327619,frozenset({'P00142142'})
299,0.08487523340689188,frozenset({'P00142942'})
300,0.05584790358173485,frozenset({'P00143642'})
301,0.04311661857070107,frozenset({'P00144042'})
302,0.07876421660159566,frozenset({'P00144242'})
303,0.12425734170768969,frozenset({'P00144642'})
304,0.2349346460702767,frozenset({'P00145042'})
305,0.12510609404175863,frozenset({'P00145442'})
306,0.051434391444576476,frozenset({'P00145642'})
307,0.05092514004413512,frozenset({'P00145742'})
308,0.047699881174673234,frozenset({'P00145942'})
309,0.04702087930741809,frozenset({'P00146042'})
310,0.04057036156849431,frozenset({'P00146142'})
311,0.07502970633169241,frozenset({'P00146742'})
312,0.09675776608385674,frozenset({'P00147742'})
313,0.15175691733152266,frozenset({'P00147942'})
314,0.04141911390256323,frozenset({'P00148342'})
315,0.20013580037345102,frozenset({'P00148642'})
316,0.08012222033610593,frozenset({'P00149342'})
317,0.044304871838397555,frozenset({'P00150142'})
318,0.09234425394669836,frozenset({'P00150342'})
319,0.1074520454931251,frozenset({'P00150542'})
320,0.04294686810388729,frozenset({'P00150842'})
321,0.0731624511967408,frozenset({'P00150942'})
322,0.09896452215243592,frozenset({'P00151742'})
323,0.06484467832286539,frozenset({'P00152742'})
324,0.10286878288915295,frozenset({'P00153742'})
325,0.0950602614157189,frozenset({'P00153842'})
326,0.104396537090477,frozenset({'P00154042'})
327,0.04107961296893566,frozenset({'P00154242'})
328,0.09539976234934647,frozenset({'P00154642'})
329,0.0709556951281616,frozenset({'P00155442'})
330,0.0427771176370735,frozenset({'P00155742'})
331,0.13919538278730267,frozenset({'P00156442'})
332,0.057545408249872684,frozenset({'P00156742'})
333,0.044304871838397555,frozenset({'P00157142'})
334,0.139704634187744,frozenset({'P00157542'})
335,0.08063147173654728,frozenset({'P00157642'})
336,0.06586318112374809,frozenset({'P00158242'})
337,0.10049227635375997,frozenset({'P00158542'})
338,0.08538448480733322,frozenset({'P00159442'})
339,0.08266847733831267,frozenset({'P00159542'})
340,0.08402648107282296,frozenset({'P00161442'})
341,0.04922763537599728,frozenset({'P00161542'})
342,0.1344423697165167,frozenset({'P00161942'})
343,0.044644372772025126,frozenset({'P00162442'})
344,0.057036156849431335,frozenset({'P00163442'})
345,0.06026141571889323,frozenset({'P00165442'})
346,0.04413512137158377,frozenset({'P00165742'})
347,0.08368698013919539,frozenset({'P00169742'})
348,0.04294686810388729,frozenset({'P00170342'})
349,0.05975216431845187,frozenset({'P00170442'})
350,0.05550840264810728,frozenset({'P00170642'})
351,0.04617212697334918,frozenset({'P00171542'})
352,0.04532337463928026,frozenset({'P00172842'})
353,0.08962824647767781,frozenset({'P00173042'})
354,0.04922763537599728,frozenset({'P00173242'})
355,0.07791546426752674,frozenset({'P00173342'})
356,0.10371753522322186,frozenset({'P00173842'})
357,0.06569343065693431,frozenset({'P00173942'})
358,0.05465965031403836,frozenset({'P00174242'})
359,0.12120183330504158,frozenset({'P00174442'})
360,0.045662875572907824,frozenset({'P00176642'})
361,0.0699371923272789,frozenset({'P00176842'})
362,0.0616194194534035,frozenset({'P00177342'})
363,0.07910371753522322,frozenset({'P00177442'})
364,0.09896452215243592,frozenset({'P00177542'})
365,0.04209811576981837,frozenset({'P00177642'})
366,0.04583262603972161,frozenset({'P00177742'})
367,0.06077066711933458,frozenset({'P00177842'})
368,0.050246138176879986,frozenset({'P00177942'})
369,0.052792395179086744,frozenset({'P00178042'})
370,0.05856391105075539,frozenset({'P00178142'})
371,0.11933457817008997,frozenset({'P00178242'})
372,0.06195892038703107,frozenset({'P00178342'})
373,0.06399592598879647,frozenset({'P00178642'})
374,0.051094890510948905,frozenset({'P00178842'})
375,0.1398743846545578,frozenset({'P00178942'})
376,0.047699881174673234,frozenset({'P00180342'})
377,0.07435070446443728,frozenset({'P00181542'})
378,0.07604820913257511,frozenset({'P00181842'})
379,0.1512476659310813,frozenset({'P00182142'})
380,0.09641826515022917,frozenset({'P00182242'})
381,0.07655746053301647,frozenset({'P00182342'})
382,0.0677304362586997,frozenset({'P00182442'})
383,0.06688168392463079,frozenset({'P00182642'})
384,0.0897979969444916,frozenset({'P00182742'})
385,0.04311661857070107,frozenset({'P00183042'})
386,0.10897979969444915,frozenset({'P00183242'})
387,0.10524528942454592,frozenset({'P00183342'})
388,0.05907316245119674,frozenset({'P00183442'})
389,0.05092514004413512,frozenset({'P00183942'})
390,0.05669665591580377,frozenset({'P00184042'})
391,0.06806993719232728,frozenset({'P00184142'})
392,0.06840943812595485,frozenset({'P00184242'})
393,0.07248344932948565,frozenset({'P00184442'})
394,0.24172466474282805,frozenset({'P00184942'})
395,0.05041588864369377,frozenset({'P00186642'})
396,0.08860974367679511,frozenset({'P00187442'})
397,0.07435070446443728,frozenset({'P00187842'})
398,0.07689696146664403,frozenset({'P00188442'})
399,0.04617212697334918,frozenset({'P00188542'})
400,0.05262264471227296,frozenset({'P00188742'})
401,0.057884909183500255,frozenset({'P00189642'})
402,0.059582413851638094,frozenset({'P00189842'})
403,0.07808521473434052,frozenset({'P00190042'})
404,0.09573926328297402,frozenset({'P00190142'})
405,0.051943642845017825,frozenset({'P00190542'})
406,0.05347139704634188,frozenset({'P00190742'})
407,0.044304871838397555,frozenset({'P00190842'})
408,0.06925819046002377,frozenset({'P00191442'})
409,0.04362586997114242,frozenset({'P00191642'})
410,0.10609404175861484,frozenset({'P00192042'})
411,0.08843999320998133,frozenset({'P00192542'})
412,0.07774571380071295,frozenset({'P00192842'})
413,0.05330164657952809,frozenset({'P00192942'})
414,0.10286878288915295,frozenset({'P00193542'})
415,0.040909862502121884,frozenset({'P00193642'})
416,0.06586318112374809,frozenset({'P00194442'})
417,0.045153624172466475,frozenset({'P00194642'})
418,0.051943642845017825,frozenset({'P00195342'})
419,0.04634187744016296,frozenset({'P00195442'})
420,0.04447462230521134,frozenset({'P00195742'})
421,0.05941266338482431,frozenset({'P00196042'})
422,0.06535392972330674,frozenset({'P00196442'})
423,0.06144966898658971,frozenset({'P00196542'})
424,0.062128670853844846,frozenset({'P00197042'})
425,0.06603293159056188,frozenset({'P00198042'})
426,0.0679001867255135,frozenset({'P00198142'})
427,0.072992700729927,frozenset({'P00198742'})
428,0.13223561364793754,frozenset({'P00199442'})
429,0.044304871838397555,frozenset({'P00200642'})
430,0.06976744186046512,frozenset({'P00201342'})
431,0.09862502121880835,frozenset({'P00201442'})
432,0.07231369886267187,frozenset({'P00205442'})
433,0.04871838397555593,frozenset({'P00205642'})
434,0.08300797827194024,frozenset({'P00205942'})
435,0.04158886436937702,frozenset({'P00206442'})
436,0.09132575114581565,frozenset({'P00207942'})
437,0.06009166525207944,frozenset({'P00208342'})
438,0.07401120353080971,frozenset({'P00208742'})
439,0.06450517738923782,frozenset({'P00209742'})
440,0.0908164997453743,frozenset({'P00209842'})
441,0.1315566117806824,frozenset({'P00210042'})
442,0.05669665591580377,frozenset({'P00210342'})
443,0.05601765404854863,frozenset({'P00210942'})
444,0.10218978102189781,frozenset({'P00211142'})
445,0.044304871838397555,frozenset({'P00212242'})
446,0.10490578849091835,frozenset({'P00212942'})
447,0.10626379222542862,frozenset({'P00213242'})
448,0.05941266338482431,frozenset({'P00213742'})
449,0.0500763877100662,frozenset({'P00214142'})
450,0.08436598200645051,frozenset({'P00214442'})
451,0.0772364624002716,frozenset({'P00216042'})
452,0.09404175861483619,frozenset({'P00216142'})
453,0.15701918180274996,frozenset({'P00216342'})
454,0.0626379222542862,frozenset({'P00216742'})
455,0.06688168392463079,frozenset({'P00217442'})
456,0.07027669326090646,frozenset({'P00217742'})
457,0.05516890171447972,frozenset({'P00217942'})
458,0.04871838397555593,frozenset({'P00219242'})
459,0.0677304362586997,frozenset({'P00219942'})
460,0.07265319979629944,frozenset({'P00220142'})
461,0.05262264471227296,frozenset({'P00220242'})
462,0.11644882023425565,frozenset({'P00220342'})
463,0.212697334917671,frozenset({'P00220442'})
464,0.06399592598879647,frozenset({'P00221342'})
465,0.12408759124087591,frozenset({'P00221442'})
466,0.09132575114581565,frozenset({'P00221542'})
467,0.0407401120353081,frozenset({'P00221742'})
468,0.04040061110168053,frozenset({'P00222142'})
469,0.044304871838397555,frozenset({'P00222842'})
470,0.044644372772025126,frozenset({'P00222942'})
471,0.04583262603972161,frozenset({'P00223142'})
472,0.0772364624002716,frozenset({'P00223242'})
473,0.07469020539806484,frozenset({'P00223542'})
474,0.044304871838397555,frozenset({'P00223642'})
475,0.042607367170259716,frozenset({'P00223942'})
476,0.057545408249872684,frozenset({'P00224142'})
477,0.043965370904769985,frozenset({'P00226242'})
478,0.10032252588694619,frozenset({'P00226342'})
479,0.04192836530300458,frozenset({'P00227142'})
480,0.043965370904769985,frozenset({'P00227742'})
481,0.08589373620777457,frozenset({'P00227842'})
482,0.05296214564590053,frozenset({'P00228642'})
483,0.07401120353080971,frozenset({'P00229742'})
484,0.055338652181293496,frozenset({'P00230842'})
485,0.07706671193345782,frozenset({'P00230942'})
486,0.059242912918010524,frozenset({'P00233342'})
487,0.05584790358173485,frozenset({'P00233442'})
488,0.10575454082498727,frozenset({'P00233542'})
489,0.04209811576981837,frozenset({'P00233942'})
490,0.057884909183500255,frozenset({'P00234542'})
491,0.052792395179086744,frozenset({'P00234742'})
492,0.059242912918010524,frozenset({'P00234842'})
493,0.23323714140213886,frozenset({'P00237542'})
494,0.0646749278560516,frozenset({'P00237642'})
495,0.0626379222542862,frozenset({'P00238442'})
496,0.057375657783058906,frozenset({'P00238542'})
497,0.04668137837379053,frozenset({'P00240042'})
498,0.13613987438465455,frozenset({'P00240142'})
499,0.06874893905958242,frozenset({'P00240442'})
500,0.0543201493804108,frozenset({'P00241542'})
501,0.09268375488032592,frozenset({'P00241642'})
502,0.20268205737565778,frozenset({'P00242742'})
503,0.11441181463249024,frozenset({'P00243942'})
504,0.07808521473434052,frozenset({'P00244042'})
505,0.04753013070785945,frozenset({'P00244142'})
506,0.11593956883381429,frozenset({'P00245642'})
507,0.05415039891359701,frozenset({'P00246142'})
508,0.05669665591580377,frozenset({'P00246342'})
509,0.06806993719232728,frozenset({'P00247042'})
510,0.13732812765235106,frozenset({'P00248142'})
511,0.05296214564590053,frozenset({'P00248342'})
512,0.06314717365472755,frozenset({'P00248542'})
513,0.09675776608385674,frozenset({'P00248942'})
514,0.07587845866576133,frozenset({'P00249142'})
515,0.13206586318112376,frozenset({'P00249542'})
516,0.1210320828382278,frozenset({'P00249642'})
517,0.08029197080291971,frozenset({'P00249742'})
518,0.12884060431166186,frozenset({'P00250242'})
519,0.05771515871668647,frozenset({'P00250342'})
520,0.11288406043116618,frozenset({'P00250642'})
521,0.08793074180953997,frozenset({'P00250842'})
522,0.19809879477168563,frozenset({'P00251242'})
523,0.050585639110507556,frozenset({'P00251342'})
524,0.045153624172466475,frozenset({'P00251542'})
525,0.05313189611271431,frozenset({'P00251842'})
526,0.07859446613478187,frozenset({'P00251942'})
527,0.05771515871668647,frozenset({'P00252042'})
528,0.040061110168052964,frozenset({'P00252442'})
529,0.04040061110168053,frozenset({'P00253042'})
530,0.043456119504328636,frozenset({'P00253142'})
531,0.04124936343574945,frozenset({'P00253542'})
532,0.08487523340689188,frozenset({'P00254242'})
533,0.06484467832286539,frozenset({'P00255742'})
534,0.22984213206586318,frozenset({'P00255842'})
535,0.09370225768120863,frozenset({'P00255942'})
536,0.08368698013919539,frozenset({'P00256642'})
537,0.16211169580716348,frozenset({'P00258742'})
538,0.050585639110507556,frozenset({'P00258842'})
539,0.049397385842811066,frozenset({'P00259142'})
540,0.13817687998641998,frozenset({'P00259342'})
541,0.12578509590901374,frozenset({'P00260042'})
542,0.07010694279409269,frozenset({'P00262242'})
543,0.04820913257511458,frozenset({'P00263542'})
544,0.3153963673400102,frozenset({'P00265242'})
545,0.04362586997114242,frozenset({'P00265742'})
546,0.06806993719232728,frozenset({'P00266542'})
547,0.0719741979290443,frozenset({'P00266642'})
548,0.07214394839585808,frozenset({'P00267542'})
549,0.0948905109489051,frozenset({'P00268442'})
550,0.0813104736038024,frozenset({'P00270242'})
551,0.0427771176370735,frozenset({'P00270542'})
552,0.07842471566796809,frozenset({'P00270842'})
553,0.19368528263452725,frozenset({'P00270942'})
554,0.048548633508742146,frozenset({'P00271042'})
555,0.1325751145815651,frozenset({'P00271142'})
556,0.06552368019012052,frozenset({'P00273742'})
557,0.07893396706840944,frozenset({'P00274042'})
558,0.0677304362586997,frozenset({'P00274142'})
559,0.05941266338482431,frozenset({'P00274242'})
560,0.04719062977423188,frozenset({'P00274442'})
561,0.13274486504837887,frozenset({'P00274942'})
562,0.09353250721439484,frozenset({'P00275842'})
563,0.043965370904769985,frozenset({'P00276342'})
564,0.050755389577321335,frozenset({'P00276642'})
565,0.10999830249533186,frozenset({'P00277442'})
566,0.04617212697334918,frozenset({'P00277542'})
567,0.16431845187574265,frozenset({'P00277642'})
568,0.20590731624511968,frozenset({'P00278642'})
569,0.058733661517569175,frozenset({'P00279442'})
570,0.0814802240706162,frozenset({'P00279542'})
571,0.04668137837379053,frozenset({'P00280842'})
572,0.08164997453742998,frozenset({'P00282042'})
573,0.05398064844678323,frozenset({'P00282442'})
574,0.07808521473434052,frozenset({'P00282642'})
575,0.050755389577321335,frozenset({'P00283142'})
576,0.08928874554405025,frozenset({'P00283942'})
577,0.050585639110507556,frozenset({'P00284642'})
578,0.05686640638261755,frozenset({'P00285642'})
579,0.08894924461042268,frozenset({'P00285842'})
580,0.09336275674758106,frozenset({'P00286642'})
581,0.07689696146664403,frozenset({'P00286742'})
582,0.044814123238838904,frozenset({'P00287242'})
